,CAPE,Date,Price,Return_5y,Return_1y,Return_1m,CAPE_Bucket_Full,CAPE_Bucket_Full_Lagged_5y,Perc_0.2_Roll,Perc_0.4_Roll,Perc_0.6_Roll,Perc_0.8_Roll,CAPE_Bucket_Roll,CAPE_Bucket_Roll_Lagged_5y,CAPE_Bucket_Roll_Lagged_1y,CAPE_Bucket_Roll_Lagged_1m,EP,Roll_Median,Roll_Perc_0.05,Roll_Perc_0.95,Return_5y_Log,Return_1y_Log,Return_1m_Log,USD_1M_Libor,Equity_Weight,Cash_Weight,Portfolio
200,38.52,1998-09-30,4690.990234375,0.17833760185010927,0.24971104048125947,0.9827091772040706,a)Above29.5,e)Below18.8,14.86,18.3,20.35,24.07,1,2.0,1.0,1.0,0.025960539979231565,0.051546391752577324,0.026631158455392812,0.09871668311944717,0.16410463317749394,0.22291235697586576,0.6844641807914369,0.0538,0.6450625573915784,0.35493744260842164,0.6530045294317646
201,39.84,1998-10-31,5026.14013671875,0.1961138434699048,0.2653672730312411,1.2889735423008224,a)Above29.5,d)18.8to20.4,14.86,18.3,20.368,24.078,1,2.0,1.0,1.0,0.0251004016064257,0.05153311344455244,0.02629870641160013,0.09861176683787093,0.17907783784620596,0.2353624144526525,0.8281034822757656,0.0524,0.6344683563064365,0.3655316436935635,0.8369667828356305
202,41.3,1998-11-30,5006.56982421875,0.17291779465697932,0.18518335717157264,-0.04573672469053858,a)Above29.5,d)18.8to20.4,14.86,18.3,20.403999999999996,24.086,1,2.0,1.0,1.0,0.02421307506053269,0.05151983513652756,0.02599260687486951,0.09850685055629468,0.1594944859341831,0.1698974944077224,-0.046815675680485926,0.0562,0.6234290162914626,0.37657098370853737,-0.007350311997796118
203,41.21,1998-12-31,5180.2900390625,0.18762390151381836,0.16606759877476018,0.5057940758918651,a)Above29.5,d)18.8to20.4,14.86,18.310000000000002,20.476,24.11,1,2.0,1.0,1.0,0.02426595486532395,0.051440451723374206,0.025229422362346578,0.0984019342747185,0.17195458960071616,0.15363706118329087,0.4093203842329364,0.0506,0.6286242449815964,0.3713757550184036,0.33674603227761923
204,43.72,1999-01-31,4903.9599609375,0.18449059574624282,0.04476062425719274,-0.48201870803436264,a)Above29.5,c)20.4to22.7,14.86,18.330000000000002,20.504,24.226000000000006,1,2.0,1.0,1.0,0.022872827081427266,0.05136106831022086,0.024432844213544302,0.09829701799314225,0.16931280515609562,0.04378779148029603,-0.6578161532713016,0.049400000000000006,0.6143158479806574,0.3856841520193426,-0.27705893425891487
205,42.43,1999-02-28,4865.27001953125,0.17820761168525245,-0.045510810823238046,-0.09067235980588306,a)Above29.5,d)18.8to20.4,14.86,18.35,20.51,24.57,1,2.0,1.0,1.0,0.023568230025925053,0.05132155979613607,0.024226295011730507,0.09819210171156606,0.1639943105202056,-0.046578962044161974,-0.09504980949008855,0.0496,0.624781625341582,0.375218374658418,-0.03803959295001882
206,40.61,1999-03-31,5360.43994140625,0.18934195977748258,0.022744653713294705,2.1997926318875054,a)Above29.5,d)18.8to20.4,14.894,18.366,20.516000000000002,24.586,1,2.0,1.0,1.0,0.02462447672986949,0.05128205128205128,0.024228939001970068,0.09808718542998981,0.17340017919948356,0.02248985044953776,1.1630860051707512,0.049400000000000006,0.6390711147175483,0.3609288852824517,1.4236538163407506
207,39.92,1999-04-30,5068.58984375,0.1885096259739163,-0.08788937356841164,-0.4892121314257284,a)Above29.5,d)18.8to20.4,14.928,18.382,20.534,24.698000000000004,1,2.0,1.0,1.0,0.0250501002004008,0.05108631826189078,0.024231582992209632,0.09798226914841356,0.17270010704817876,-0.09199399535233704,-0.6718009049603826,0.049,0.6469698192862194,0.35303018071378056,-0.29920700540615447
208,42.25,1999-05-31,5378.52001953125,0.216258093326543,-0.07930906109861624,1.0384857752780041,a)Above29.5,c)20.4to22.7,14.962,18.396,20.576,24.774,1,2.0,1.0,1.0,0.023668639053254437,0.050890585241730284,0.024195508137876923,0.09787735286683738,0.19577900882403074,-0.08263087026887785,0.712207265218978,0.049400000000000006,0.6305474396221742,0.3694525603778258,0.6730655031682586
209,44.24,1999-06-30,5101.8701171875,0.18841947518085655,-0.1295504550798724,-0.4693608302311998,a)Above29.5,d)18.8to20.4,14.996,18.408,20.605999999999998,24.784000000000002,1,2.0,1.0,1.0,0.022603978300180832,0.05083889343346037,0.023900460064537825,0.09777243658526112,0.17262425220416244,-0.13874548248744092,-0.6336730183507125,0.0524,0.6177858443335573,0.3822141556664427,-0.26993645504455965
210,41.74,1999-07-31,5270.77001953125,0.19017493914987327,0.09550270507913883,0.47820962372853115,a)Above29.5,c)20.4to22.7,15.03,18.42,20.63,24.8,1,2.0,1.0,1.0,0.02395783421178725,0.05078720162519045,0.023813236632520843,0.09766752030368495,0.17410030400783574,0.09121334931472515,0.3908316417848338,0.0519,0.6367256429855734,0.36327435701442656,0.3233422692794869
211,42.53,1999-08-31,5149.830078125,0.20796054200741354,0.1622510717941168,-0.24312181198156857,a)Above29.5,c)20.4to22.7,15.100000000000001,18.452,20.683999999999997,24.928000000000004,1,1.0,1.0,1.0,0.02351281448389372,0.050595213715821034,0.023658564910361116,0.09756260402210869,0.18893343507799865,0.15035870375988217,-0.27855295260314716,0.0538,0.6335464264547569,0.3664535735452431,-0.134313752917394
212,41.34,1999-09-30,5525.39990234375,0.21795909095586286,0.17787495310783186,1.327286201739704,a)Above29.5,d)18.8to20.4,15.170000000000002,18.484,20.749999999999996,25.152000000000008,1,2.0,1.0,1.0,0.024189646831156264,0.05040322580645162,0.023659684259571486,0.09745768774053244,0.1971765816594952,0.1637119277339637,0.8447028684804144,0.054000000000000006,0.6447928434533035,0.35520715654669655,0.8750058305496003
213,44.07,1999-10-31,5896.0400390625,0.234392864992081,0.17307513891000514,1.1795182048085824,a)Above29.5,d)18.8to20.4,15.24,18.508,20.84,25.336000000000002,1,2.0,1.0,1.0,0.02269117313365101,0.05037784653867394,0.023618944353954355,0.09735277145895625,0.21057924190759517,0.15962862466155134,0.7791038454068185,0.0541,0.624505135674088,0.37549486432591195,0.7569294486840723
214,45.77,1999-11-30,6958.14013671875,0.2710359251396097,0.389801876538201,6.297816937759824,a)Above29.5,d)18.8to20.4,15.310000000000002,18.524,20.898000000000003,25.438000000000002,1,2.0,1.0,1.0,0.021848372296263928,0.050352467270896276,0.02355160536331565,0.09724785517738001,0.2398322570632593,0.3291612021189376,1.9875752538081486,0.06480000000000001,0.6132219068602788,0.3867780931397212,3.8870225320654943
215,45.74,1999-12-31,6835.60009765625,0.27549290565962425,0.31954003465283165,-0.1920179482437252,a)Above29.5,d)18.8to20.4,15.38,18.54,20.94,25.51,1,2.0,1.0,1.0,0.021862702229995628,0.05027663524187384,0.023352817633277106,0.09714293889580382,0.24333269657691037,0.2772832172761358,-0.2132154338806851,0.0583,0.6149358135516734,0.38506418644832663,-0.09562947114984083
216,53.12,2000-01-31,7644.5498046875,0.295136349189667,0.5588524102113746,2.8273943000799786,a)Above29.5,d)18.8to20.4,15.39,18.552,20.958,25.686000000000003,1,2.0,1.0,1.0,0.01882530120481928,0.0502008032128514,0.022836496291872014,0.09703802261422757,0.2586159785585585,0.44394991606974216,1.3421842322519753,0.058899999999999994,0.5771582666409485,0.4228417333590515,1.6567593714395064
217,58.95,2000-02-29,7599.39013671875,0.31745580986916533,0.5619667780434767,-0.06863070392938497,a)Above29.5,c)20.4to22.7,15.4,18.564,20.976,25.802000000000003,1,2.0,1.0,1.0,0.016963528413910092,0.050125426631450726,0.022688857707821045,0.09693310633265133,0.2757024599746027,0.44594578233309934,-0.07109941432980076,0.0592,0.5533405101166321,0.4466594898833679,-0.011533906920854046
218,56.83,2000-03-31,7414.68017578125,0.2972880166891656,0.38322232071050744,-0.2556722936791508,a)Above29.5,e)Below18.8,15.41,18.578,20.994,25.886000000000003,1,3.0,1.0,1.0,0.01759633996128805,0.050050050050050046,0.022668561095324207,0.09682819005107514,0.2602759444359764,0.32441579226549677,-0.2952738756404791,0.0613,0.5623803605041463,0.4376196394958537,-0.11695899278910696
219,53.62,2000-04-30,7109.669921875,0.2762275009557065,0.40269190071511196,-0.3959342879848635,a)Above29.5,d)18.8to20.4,15.42,18.594,21.012,25.970000000000002,1,2.0,1.0,1.0,0.01864975755315181,0.050025025025025024,0.022588358074427252,0.0967232737694989,0.24390846131545404,0.33839317665902935,-0.5040722922379921,0.0629,0.5767815046701538,0.42321849532984623,-0.20174713101816824
220,52.94,2000-05-31,6898.2099609375,0.26986609842078324,0.282547975258572,-0.3039448581732459,a)Above29.5,c)20.4to22.7,15.43,18.61,21.03,26.09,1,2.0,1.0,1.0,0.018889308651303362,0.05,0.02229157378510923,0.0966183574879227,0.23891146059756796,0.24884870497216338,-0.36232639502341385,0.0665,0.5814336394120198,0.41856636058798025,-0.14888910208913983
221,50.0,2000-06-30,7190.3701171875,0.2646824853724439,0.4093596959601402,0.6450459893458809,a)Above29.5,c)20.4to22.7,15.434,18.642,21.048,27.010000000000012,1,1.0,1.0,1.0,0.02,0.04993765586034912,0.021884145807751307,0.09654481354311742,0.23482109096820744,0.3431354849076987,0.4977683408757119,0.0664,0.5990170357642286,0.4009829642357714,0.413018805294829
222,51.34,2000-07-31,7216.4501953125,0.26426800898073033,0.36914533712747466,0.04440387361943343,a)Above29.5,c)20.4to22.7,15.437999999999999,18.674000000000003,21.066,27.312,1,1.0,1.0,1.0,0.019477989871445264,0.04987531172069825,0.0218498052896371,0.09647126959831213,0.23449330567043267,0.3141867036571584,0.04344626677834988,0.0662,0.5926464036739737,0.4073535963260263,0.0532826040865338
223,50.51,2000-08-31,6798.1201171875,0.2529770115779857,0.32006687872362294,-0.5115922087706013,a)Above29.5,c)20.4to22.7,15.442,18.69,21.084,27.388,1,1.0,1.0,1.0,0.019798059790140567,0.04986288018736807,0.02081025914476962,0.09639772565350689,0.2255223290401102,0.2776824010145306,-0.7166045843146818,0.0663,0.6022512489719143,0.3977487510280857,-0.28173630450323284
224,48.25,2000-09-30,7077.43994140625,0.26722336690304105,0.2808918931649018,0.6212437119918814,a)Above29.5,c)20.4to22.7,15.446,18.69,21.154,27.752000000000027,1,1.0,1.0,1.0,0.02072538860103627,0.04985044865403789,0.020646727885223756,0.0963241817087016,0.23682818169892342,0.24755662682009313,0.48319357814716724,0.0662,0.615142178000101,0.38485782199989904,0.4076307978799467
225,50.22,2000-10-31,6372.330078125,0.23092692457454023,0.0807813440727978,-0.7161657167757403,a)Above29.5,c)20.4to22.7,15.45,18.69,21.25,29.04,1,1.0,1.0,1.0,0.019912385503783353,0.04981322830909958,0.020156765676567656,0.09625063776389636,0.20776748278759577,0.07768424629429609,-1.2593647209027465,0.0662,0.6070532096066725,0.39294679039332747,-0.4087376194549381
226,43.94,2000-11-30,6433.60986328125,0.2326584123298061,-0.07538368919440197,0.12170200424025501,a)Above29.5,c)20.4to22.7,15.466,18.706,21.316,30.352000000000018,1,1.0,1.0,1.0,0.02275830678197542,0.049776007964161276,0.02018811881188119,0.09617709381909108,0.20917314794920508,-0.0783764266517511,0.11484717845558293,0.068,0.6444523540471181,0.3555476459528819,0.10260838304968067
227,43.3,2000-12-31,6795.14013671875,0.22503021665727818,-0.005919006430960216,0.927189198935211,a)Above29.5,c)20.4to22.7,15.482,18.722,21.375999999999998,31.052000000000014,1,1.0,1.0,1.0,0.023094688221709007,0.049714220466688386,0.02021947194719472,0.09610354987428579,0.20296551035147586,-0.005936593181255932,0.6560625677652573,0.06559999999999999,0.649207936998915,0.350792063001085,0.6249505463812761
228,45.7,2001-01-31,6208.240234375,0.2009422813664552,-0.18788674375981973,-0.6617473896002304,a)Above29.5,b)22.7to29.5,15.498,18.734,21.424,31.564000000000004,1,1.0,1.0,1.0,0.02188183807439825,0.04965243296921549,0.02025082508250825,0.09603000592948055,0.18310648313070765,-0.20811547041832804,-1.0839622945928895,0.0557,0.6335326591759167,0.3664673408240833,-0.3988263525522539
229,41.84,2001-02-28,5829.9501953125,0.18553880286319724,-0.2328397291851969,-0.5297205874731656,a)Above29.5,b)22.7to29.5,15.514,18.742,21.468000000000004,32.35600000000004,1,1.0,1.0,1.0,0.02390057361376673,0.04960322342216969,0.020282178217821783,0.09595646198467526,0.1701973572092603,-0.2650595414060179,-0.754428266182079,0.0521,0.6603515946369469,0.3396484053630531,-0.3321061527305102
230,37.8,2001-03-31,6264.509765625,0.20239139261504357,-0.15512070418264023,1.3695558607391316,a)Above29.5,b)22.7to29.5,15.53,18.75,21.51,33.94,1,1.0,1.0,1.0,0.026455026455026457,0.049554013875123884,0.020313531353135315,0.09588291803987001,0.18431240092721604,-0.16856150701486503,0.8627025370533541,0.0508,0.6943340626032608,0.3056659373967392,0.9664571143688613
231,37.26,2001-04-30,6123.259765625,0.19394742541804288,-0.13874204668982137,-0.2394161166255092,a)Above29.5,b)22.7to29.5,15.546,18.758,21.564,33.996,1,1.0,1.0,1.0,0.026838432635534086,0.049529482185086696,0.020344884488448844,0.09580937409506472,0.17726498168776267,-0.14936122208421823,-0.27366887307023136,0.0443,0.6993148742165042,0.3006851257834958,-0.154106900411163
232,38.81,2001-05-31,6058.3798828125,0.1870521751253893,-0.12174608817080179,-0.11999363162768906,a)Above29.5,b)22.7to29.5,15.562,18.766,21.616,34.064,1,1.0,1.0,1.0,0.025766555011594947,0.04950495049504951,0.020376237623762377,0.09573583015025944,0.17147307011677462,-0.12981953372804653,-0.12782613474935334,0.0406,0.6849983567107539,0.31500164328924607,-0.06940637376317917
233,37.69,2001-06-30,5861.18994140625,0.18660173995955076,-0.18485559910247795,-0.32771793263972115,a)Above29.5,b)22.7to29.5,15.578,18.774,21.663999999999998,34.80800000000001,1,1.0,1.0,1.0,0.026532236667551078,0.04948046733456729,0.02040759075907591,0.0956622862054542,0.17109354118175782,-0.20439000242025784,-0.3970772834308247,0.038599999999999995,0.6950591517127637,0.30494084828723633,-0.2160126315177379
234,36.56,2001-07-31,5188.169921875,0.1540502575260363,-0.2810634340350585,-0.768612043162109,a)Above29.5,b)22.7to29.5,15.594,18.782,21.692,35.891999999999996,1,1.0,1.0,1.0,0.02735229759299781,0.04945598417408507,0.02043894389438944,0.09558874226064891,0.14327771785340562,-0.32998215051487123,-1.4636595103570107,0.0375,0.705871644879738,0.29412835512026203,-0.5315116338642042
235,32.88,2001-08-31,4308.14990234375,0.101613444311071,-0.3662733479139957,-0.8925220496934041,a)Above29.5,b)22.7to29.5,15.61,18.79,21.71,35.87,2,1.0,1.0,1.0,0.03041362530413625,0.04939498764698333,0.02047029702970297,0.09551519831584367,0.09677587270702856,-0.45613756564532043,-2.23046956588007,0.0358,0.747066595897401,0.252933404102599,-0.6577183935609493
236,27.51,2001-09-30,4559.1298828125,0.11282945375894493,-0.355822172910361,0.9728492590332036,b)22.7to29.5,b)22.7to29.5,15.63,18.822,21.758,35.51600000000002,2,1.0,1.0,2.0,0.03635041802980734,0.0493339911198816,0.020501650165016504,0.09544165437103838,0.10690582942828097,-0.43978046197320647,0.6794788222125318,0.0263,0.8267470995280388,0.17325290047196118,0.8088568544661154
237,29.41,2001-10-31,4989.91015625,0.11862605542395643,-0.21694104117747848,1.9548071201210218,b)22.7to29.5,b)22.7to29.5,15.65,18.854000000000003,21.813999999999997,35.16200000000004,2,1.0,1.0,2.0,0.034002040122407345,0.04924909978806273,0.020533003300330033,0.0953681104262331,0.1121011960215745,-0.24454728720222305,1.0834333763490542,0.0229,0.7962579295837229,0.20374207041627712,1.5611963636156172
238,31.9,2001-11-30,5160.10009765625,0.1237016395410655,-0.19794637733527232,0.49549443633339196,a)Above29.5,b)22.7to29.5,15.67,18.886,21.886,34.80800000000001,2,1.0,1.0,2.0,0.031347962382445145,0.049164208456243856,0.020564356435643565,0.09529456648142785,0.11662827098651131,-0.2205798121727668,0.4024568788090577,0.0212,0.7615924528663389,0.23840754713366108,0.3824190631480056
239,31.41,2001-12-31,5107.60986328125,0.109518552474416,-0.24834370439523823,-0.11546486655742816,a)Above29.5,b)22.7to29.5,15.690000000000001,18.918,21.914,34.45400000000003,2,1.0,1.0,2.0,0.03183699458771092,0.0491521287981465,0.020595709570957098,0.09522102253662257,0.10392618472381969,-0.2854761132302563,-0.12269304492461676,0.0187,0.7679723739530293,0.2320276260469707,-0.08433491107119949
240,32.27,2002-01-31,5039.080078125,0.09093537807834706,-0.18832392306218515,-0.14964060148581426,a)Above29.5,b)22.7to29.5,15.718,19.118000000000002,21.94,34.45400000000003,2,1.0,1.0,2.0,0.030988534242330334,0.04910388129230131,0.020595709570957098,0.09065249147027794,0.08703547327113019,-0.20865393843754215,-0.16209619708032022,0.018500000000000003,0.7414190809391633,0.2585809190608367,-0.10616265022217053
241,31.18,2002-02-28,5397.2900390625,0.09632562444283765,-0.07421335376035887,1.279785366251744,a)Above29.5,a)Above29.5,15.792000000000002,19.296,22.146,34.45400000000003,2,1.0,1.0,2.0,0.03207184092366902,0.04892410062471576,0.020595709570957098,0.08303319235425091,0.09196424699341793,-0.0771114745118488,0.8240813009262424,0.0187,0.7300938642972352,0.2699061357027648,0.93941068825543
242,30.31,2002-03-31,5041.2001953125,0.07955143349939164,-0.19527618538087665,-0.5591424815431735,a)Above29.5,a)Above29.5,15.85,19.376,22.442,34.45400000000003,2,1.0,1.0,2.0,0.032992411745298586,0.04876859592584224,0.020595709570957098,0.08181007277862996,0.07654561550643396,-0.21725614786119127,-0.8190335431387559,0.018799999999999997,0.7422796978705448,0.2577203021294552,-0.41019497058641974
243,31.97,2002-04-30,4818.2998046875,0.06223885253572847,-0.2131152377796115,-0.4188095122925497,a)Above29.5,a)Above29.5,15.884,19.4,22.730000000000004,34.45400000000003,2,1.0,1.0,2.0,0.03127932436659368,0.048744823758296,0.020595709570957098,0.08132407979844311,0.060378805757416706,-0.23967346794386551,-0.5426767140623215,0.0184,0.7123996687828561,0.2876003312171439,-0.2930679117459265
244,30.85,2002-05-31,4382.56005859375,0.030739667828252992,-0.2766118758866568,-0.6793666548927102,a)Above29.5,a)Above29.5,16.041999999999998,19.406,23.186,34.45400000000003,2,1.0,1.0,2.0,0.03241491085899514,0.04865010456636438,0.020595709570957098,0.08012588932934964,0.03027666861890885,-0.3238093763623143,-1.1374570357707405,0.0184,0.7272779324157775,0.27272206758422246,-0.4890702900790437
245,27.97,2002-06-30,3700.139892578125,-0.034295638259478456,-0.3687050019589765,-0.8688152927652053,b)22.7to29.5,a)Above29.5,16.208,19.446,23.334,34.45400000000003,2,1.0,1.0,2.0,0.03575259206292456,0.04852018154693451,0.020595709570957098,0.07957997264955957,-0.034897535357435824,-0.4599820169077691,-2.0311489699762824,0.0184,0.783542443058145,0.21645755694185498,-0.6767708380117964
246,23.13,2002-07-31,3712.93994140625,-0.01078424674314249,-0.284344962228146,0.04231110626192591,b)22.7to29.5,a)Above29.5,16.279999999999998,19.488,23.334,34.45400000000003,3,1.0,1.0,2.0,0.043233895373973194,0.048367822846737046,0.020595709570957098,0.07901721921222198,-0.010842818212128673,-0.3345570189414138,0.04144046523925465,0.0182,0.9121226496150383,0.0878773503849617,0.04019228612877761
247,23.38,2002-08-31,2769.030029296875,-0.07795180039000227,-0.35725773427929053,-0.9703982835383809,b)22.7to29.5,a)Above29.5,16.298000000000002,19.59,23.355999999999998,34.45400000000003,2,1.0,2.0,3.0,0.0427715996578272,0.04808910834306138,0.020595709570957098,0.07764999013404218,-0.08115777955767936,-0.442011466015173,-3.5199229307651803,0.0182,0.906799128255511,0.09320087174448899,-0.8782600617074983
248,17.57,2002-09-30,3152.85009765625,-0.034283436920385824,-0.3084535473441534,3.747969118564539,e)Below18.8,a)Above29.5,16.396,19.59,23.355999999999998,34.45400000000003,4,1.0,2.0,2.0,0.05691519635742743,0.04808910834306138,0.020595709570957098,0.07667591081624947,-0.034884900784685785,-0.3688249534801449,1.5577169726328703,0.0181,1.1573833156511175,-0.15738331565111752,4.334988287388938
249,20.21,2002-10-31,3320.320068359375,-0.03521089391507981,-0.3345932162324441,0.8608849850381441,d)18.8to20.4,a)Above29.5,16.644000000000002,19.674,23.355999999999998,34.45400000000003,3,1.0,2.0,4.0,0.04948045522018803,0.04808910834306138,0.020595709570957098,0.07646138704348131,-0.03584574444431545,-0.40735672042785415,0.6210521729765435,0.0172,1.0249052180171079,-0.024905218017107877,0.8818971435282795
250,21.07,2002-11-30,2892.6298828125,-0.07294046075453764,-0.4394236878997074,-0.8088584879277354,c)20.4to22.7,a)Above29.5,16.756,19.78,23.355999999999998,34.45400000000003,3,1.0,2.0,3.0,0.04746084480303749,0.047835580152570445,0.020595709570957098,0.07601107981744326,-0.07573748759804624,-0.5787898956923736,-1.6547412243651782,0.0144,0.993237700156723,0.006762299843277031,-0.8032913671838452
251,20.79,2002-12-31,2747.830078125,-0.09161091965799972,-0.4620125358674657,-0.46003693296623804,c)20.4to22.7,a)Above29.5,16.834,19.852,23.355999999999998,34.45400000000003,3,1.0,2.0,3.0,0.0481000481000481,0.047835580152570445,0.020595709570957098,0.07593302915117484,-0.09608248958256053,-0.6199200199607174,-0.6162545361447417,0.0138,1.0047791969232316,-0.004779196923231588,-0.46230149297838374
252,18.09,2003-01-31,2547.050048828125,-0.11508517303831955,-0.4945406682689867,-0.5976803276403335,e)Below18.8,a)Above29.5,16.89,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,3.0,0.055279159756771695,0.047835580152570445,0.020595709570957098,0.07522507864193512,-0.12226387932690794,-0.6822876953287078,-0.910508301496204,0.0134,1.1362560053463198,-0.13625600534631976,-0.6809436920303256
253,17.04,2003-02-28,2423.8701171875,-0.13814405441300137,-0.5509097899788757,-0.4483515678686857,e)Below18.8,a)Above29.5,16.971999999999998,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,4.0,0.05868544600938967,0.047835580152570445,0.020595709570957098,0.07310246418967123,-0.1486671387723609,-0.8005314982328751,-0.5948443339237668,0.0134,1.206637525697545,-0.206637525697545,-0.543766769340033
254,15.42,2003-03-31,2942.0400390625,-0.10907104742672424,-0.4164008718007032,9.225176482162658,e)Below18.8,a)Above29.5,16.971999999999998,19.852,23.355999999999998,34.45400000000003,5,1.0,2.0,4.0,0.0648508430609598,0.047835580152570445,0.020595709570957098,0.07194582482801322,-0.11549059366564797,-0.5385409561672185,2.3248529616491242,0.013000000000000001,1.331357832854158,-0.331357832854158,12.277703317162118
255,18.33,2003-04-30,2982.679931640625,-0.11701484182422173,-0.38096838043599646,0.17895405220259786,e)Below18.8,a)Above29.5,16.998,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,5.0,0.05455537370430988,0.047835580152570445,0.020595709570957098,0.07184166274159828,-0.12444688692739203,-0.47959892591556885,0.16462764895747267,0.0132,1.1311282771805131,-0.13112827718051312,0.20068909550361333
256,19.84,2003-05-31,3220.580078125,-0.11227789083452022,-0.26513726336510246,1.5114781248256701,d)18.8to20.4,a)Above29.5,17.024,19.852,23.355999999999998,34.45400000000003,4,1.0,2.0,4.0,0.05040322580645162,0.047835580152570445,0.020595709570957098,0.07174116492686225,-0.11909652509491132,-0.3080715500874809,0.9208714741663152,0.0132,1.050202811491534,-0.05020281149153405,1.5866958990881823
257,20.92,2003-06-30,3487.860107421875,-0.09860602179968625,-0.05737074578776025,1.6031516377062491,c)20.4to22.7,a)Above29.5,17.038,19.896,23.355999999999998,34.45400000000003,3,1.0,2.0,4.0,0.04780114722753346,0.04777831955454992,0.020595709570957098,0.07139550863955547,-0.10381284924456036,-0.059082229315032285,0.9567228792931026,0.011200000000000002,1.0004493654188025,-0.00044936541880247205,1.6038670057206403
258,22.07,2003-07-31,3484.580078125,-0.062485556345508786,-0.06150378591762529,-0.01122677078103651,c)20.4to22.7,a)Above29.5,17.055999999999997,19.956000000000003,23.355999999999998,34.45400000000003,3,1.0,3.0,3.0,0.04531037607612143,0.04772133201612892,0.020595709570957098,0.07118453773486655,-0.06452311469146044,-0.06347645697290068,-0.011290266655166276,0.011000000000000001,0.9523421271551118,0.047657872844888205,-0.010167490165401395
259,22.34,2003-08-31,3256.780029296875,-0.059715891152161804,0.17614471307263213,-0.5557210642855587,c)20.4to22.7,a)Above29.5,17.268,19.992,23.355999999999998,34.45400000000003,3,1.0,2.0,3.0,0.044762757385854966,0.04765310988486954,0.020595709570957098,0.07079155679468484,-0.061573205929292205,0.16224189723961951,-0.8113026802149398,0.011200000000000002,0.9424184935831048,0.05758150641689519,-0.5230768953845267
260,20.9,2003-09-30,3655.989990234375,-0.0486329762764941,0.15958256085569889,3.004966251983018,c)20.4to22.7,a)Above29.5,17.416,20.03,23.355999999999998,34.45400000000003,3,1.0,4.0,3.0,0.04784688995215311,0.04765310988486954,0.020595709570957098,0.07048712573819965,-0.04985535637558851,0.1480600790213521,1.3875351540136631,0.011200000000000002,1.0038840362164505,-0.003884036216450504,3.016594148529307
261,23.68,2003-10-31,3745.949951171875,-0.0571003479693557,0.1281894136858952,0.33870125552577957,b)22.7to29.5,a)Above29.5,17.528000000000002,20.056,23.38,34.45400000000003,2,1.0,3.0,3.0,0.04222972972972973,0.04758508253515386,0.020595709570957098,0.06899569638979507,-0.058795415552206486,0.12061405891319733,0.29169993167868546,0.011200000000000002,0.889352184630353,0.11064781536964696,0.3024639570710355
262,24.04,2003-11-30,3965.159912109375,-0.04556999101483494,0.37078024937433596,0.9787222387645558,b)22.7to29.5,a)Above29.5,17.566,20.078,23.412,34.45400000000003,2,1.0,3.0,2.0,0.0415973377703827,0.047517249133987124,0.020595709570957098,0.06864837021021168,-0.046640965917005665,0.3153801028129258,0.6824513024315628,0.011699999999999999,0.8768036715376296,0.12319632846237039,0.8595886494073007
263,23.61,2003-12-31,4058.60009765625,-0.04763278377359792,0.47702004209287296,0.3224725192111624,b)22.7to29.5,a)Above29.5,17.666,20.12,23.464,34.45400000000003,2,1.0,3.0,2.0,0.042354934349851756,0.04747211280987582,0.020595709570957098,0.06850020214176249,-0.04880458723572174,0.39002657291748516,0.2795031051099703,0.011200000000000002,0.8931795707373248,0.10682042926267521,0.2892222550913517
264,25.28,2004-01-31,4018.159912109375,-0.039060467953165645,0.5775739915115112,-0.11322904384925836,b)22.7to29.5,a)Above29.5,17.706,20.164,23.51,34.45400000000003,2,1.0,4.0,2.0,0.03955696202531645,0.04743834084627929,0.020595709570957098,0.06850020214176249,-0.039843793899071334,0.45588821861947904,-0.12016855307227722,0.011000000000000001,0.8354772507126812,0.1645227492873188,-0.09279054001384349
265,26.35,2004-02-29,3856.699951171875,-0.045399228995463226,0.5911330907643422,-0.3886870023188337,b)22.7to29.5,a)Above29.5,17.726,20.192,23.586,34.45400000000003,2,1.0,4.0,2.0,0.03795066413662239,0.04723733020946643,0.020595709570957098,0.06770070624872558,-0.04646206673778125,0.46444639812873606,-0.49214617981268294,0.011000000000000001,0.8028517837211324,0.19714821627886758,-0.309889422741828
266,24.07,2004-03-31,3985.2099609375,-0.057567716826949056,0.35457366590001027,0.48191828856420527,b)22.7to29.5,a)Above29.5,17.754,20.206,23.614,34.45400000000003,2,1.0,5.0,2.0,0.04154549231408392,0.046937651465080416,0.020595709570957098,0.06757213912153018,-0.05929121033342268,0.3034867671106646,0.3933373894322655,0.0109,0.8852156453229061,0.11478435467709391,0.42785275827025376
267,24.13,2004-04-30,3921.409912109375,-0.05002753232204815,0.31472702468360425,-0.17606600620913626,b)22.7to29.5,a)Above29.5,17.880000000000003,20.216,23.644000000000002,34.45400000000003,2,1.0,4.0,2.0,0.04144218814753419,0.04672913522276259,0.020595709570957098,0.06730839183732858,-0.05132227619914881,0.27362905828887923,-0.19366485690395016,0.011000000000000001,0.8868198780562323,0.1131801219437677,-0.1548938528148526
